carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
moderate,staff,,False,residential,15,hail,True,suburban,RCV,590284.23,0,0,43576.19,53077.71,9501.52,21.8,False,False,,True,False,16,3,False,0.0,0.0,Simple,36,53077.71,100.0,9501.52,21.8,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,20,hail,False,urban,RCV,382892.16,1,1,23546.21,77734.77,54188.55,230.14,True,False,local,True,False,22,3,False,0.0,0.0,Moderate,56,41199.55,32.58,17653.33,74.97,36535.22,47.0,Carrier Favorable
moderate,independent,medium,False,residential,10,wind,False,suburban,RCV,453823.54,0,0,20453.5,45168.97,24715.47,120.84,True,False,national,False,False,16,2,False,0.0,0.0,Complex,134,41422.18,84.84,20968.68,102.52,3746.79,8.3,Policyholder Favorable
moderate,independent,medium,False,residential,12,wind,False,rural,ACV,253239.31,1,0,13475.23,19501.97,6026.74,44.72,False,False,,True,False,9,3,False,0.0,0.0,Moderate,67,18439.38,82.37,4964.15,36.84,1062.6,5.45,Policyholder Favorable
moderate,independent,low,False,residential,35,hail,False,rural,RCV,415872.86,0,1,41124.82,102215.21,61090.39,148.55,True,False,regional,True,False,19,2,False,0.0,0.0,Moderate,88,58494.66,28.43,17369.84,42.24,43720.55,42.77,Carrier Favorable
moderate,independent,medium,False,residential,31,water,False,urban,RCV,319048.4,1,2,15681.94,24759.09,9077.15,57.88,True,False,regional,False,True,51,3,False,0.0,0.0,High-Complexity,162,19839.94,45.81,4158.0,26.51,4919.14,19.87,Split Decision
tight,staff,,False,residential,11,hail,True,rural,ACV,501293.67,1,0,96982.12,505032.44,408050.31,420.75,True,True,regional,True,False,17,3,True,19989.67,0.3,High-Complexity,185,110774.72,3.38,13792.6,14.22,394257.71,78.07,Carrier Favorable
moderate,staff,,False,residential,56,wind,False,rural,ACV,278143.7,0,1,31400.04,85818.34,54418.3,173.31,True,False,local,True,False,24,1,True,22397.37,0.09,Complex,109,40247.22,16.26,8847.18,28.18,45571.11,53.1,Carrier Favorable
moderate,staff,,False,residential,34,fire,False,suburban,RCV,346304.5,2,1,64381.03,140244.55,75863.52,117.84,True,False,national,False,False,37,10,True,18732.55,0.53,High-Complexity,88,123377.5,77.77,58996.47,91.64,16867.05,12.03,Policyholder Favorable
liberal,staff,,False,residential,22,wind,False,suburban,RCV,523415.93,1,3,74722.5,120661.57,45939.07,61.48,True,False,local,False,False,44,1,False,0.0,0.0,Moderate,81,112572.54,82.39,37850.03,50.65,8089.03,6.7,Policyholder Favorable
tight,independent,medium,False,residential,63,fire,False,rural,ACV,265739.12,0,1,27265.76,57126.49,29860.73,109.52,True,False,national,False,False,32,8,False,0.0,0.0,High-Complexity,237,57126.49,100.0,29860.73,109.52,0.0,0.0,Policyholder Favorable
tight,independent,medium,False,residential,8,fire,False,urban,RCV,300908.55,0,0,46511.28,81525.13,35013.85,75.28,False,False,,False,False,77,9,True,24853.88,0.1,High-Complexity,217,69220.41,64.86,22709.13,48.82,12304.72,15.09,Policyholder Favorable
liberal,staff,,False,residential,26,water,False,urban,RCV,300490.21,1,0,17261.71,25640.92,8379.21,48.54,False,False,,False,True,51,4,True,13757.0,0.55,High-Complexity,236,25624.36,99.8,8362.66,48.45,16.55,0.06,Policyholder Favorable
moderate,staff,,False,residential,13,fire,False,rural,RCV,318206.98,0,0,50347.44,91332.74,40985.3,81.4,True,False,local,False,False,49,11,True,18550.78,0.33,High-Complexity,227,78448.17,68.56,28100.73,55.81,12884.57,14.11,Policyholder Favorable
moderate,independent,medium,False,residential,30,hurricane,True,urban,RCV,466154.65,0,0,36113.42,45887.19,9773.78,27.06,False,False,,True,True,5,3,False,0.0,0.0,Complex,94,45887.19,100.0,9773.78,27.06,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,15,fire,False,urban,RCV,556694.68,0,1,65214.65,150981.2,85766.55,131.51,True,False,regional,False,False,84,7,False,0.0,0.0,High-Complexity,156,121520.9,65.65,56306.25,86.34,29460.29,19.51,Policyholder Favorable
liberal,staff,,False,residential,24,hurricane,True,urban,ACV,389696.6,2,2,32851.92,58823.1,25971.18,79.06,True,True,local,False,True,26,1,True,7743.48,0.08,High-Complexity,187,49216.75,63.01,16364.83,49.81,9606.35,16.33,Policyholder Favorable
tight,independent,medium,False,residential,35,hail,False,suburban,RCV,482376.13,1,3,57966.56,184917.69,126951.13,219.01,True,False,regional,False,True,33,2,False,0.0,0.0,High-Complexity,250,143266.72,67.19,85300.16,147.15,41650.97,22.52,Policyholder Favorable
tight,independent,medium,False,residential,4,water,False,suburban,RCV,394739.43,1,0,38455.91,44645.37,6189.46,16.09,False,False,,False,False,43,2,False,0.0,0.0,High-Complexity,191,43972.21,89.12,5516.31,14.34,673.16,1.51,Policyholder Favorable
moderate,independent,low,False,residential,19,hail,False,urban,RCV,261984.74,0,0,32970.47,42249.32,9278.85,28.14,False,False,,False,False,24,2,False,0.0,0.0,Moderate,77,40240.52,78.35,7270.05,22.05,2008.8,4.75,Policyholder Favorable
moderate,staff,,False,residential,17,fire,False,urban,RCV,385358.66,1,2,39708.95,90981.51,51272.56,129.12,True,False,regional,False,False,112,10,True,14598.26,0.18,High-Complexity,152,65401.36,50.11,25692.41,64.7,25580.15,28.12,Split Decision
liberal,independent,high,False,residential,36,hail,False,suburban,RCV,259585.46,3,1,47986.89,56977.75,8990.86,18.74,False,False,,False,True,32,2,False,0.0,0.0,Complex,161,48772.63,8.74,785.74,1.64,8205.12,14.4,Carrier Favorable
moderate,independent,low,False,residential,35,hail,False,urban,ACV,363683.28,1,0,53665.0,126085.66,72420.66,134.95,True,True,regional,True,False,17,1,True,11193.33,0.29,High-Complexity,246,66218.67,17.33,12553.68,23.39,59866.98,47.48,Carrier Favorable
moderate,independent,high,False,residential,10,fire,False,rural,RCV,227934.78,0,0,29968.11,50401.14,20433.04,68.18,False,False,,False,True,157,8,True,11101.4,0.48,High-Complexity,262,42820.35,62.9,12852.24,42.89,7580.8,15.04,Policyholder Favorable
liberal,staff,,False,residential,19,wind,False,urban,RCV,494383.75,0,1,56659.65,94448.8,37789.15,66.69,True,False,local,False,False,15,1,False,0.0,0.0,Simple,70,73707.36,45.11,17047.7,30.09,20741.45,21.96,Split Decision
moderate,independent,medium,False,residential,26,hail,False,suburban,RCV,567952.41,0,2,27658.41,63370.59,35712.17,129.12,True,False,national,False,False,47,1,False,0.0,0.0,Complex,114,53512.79,72.4,25854.37,93.48,9857.8,15.56,Policyholder Favorable
liberal,independent,low,False,residential,57,fire,False,suburban,RCV,542337.26,1,0,44243.01,55295.49,11052.48,24.98,False,False,,False,False,120,4,False,0.0,0.0,High-Complexity,182,49774.66,50.05,5531.65,12.5,5520.83,9.98,Split Decision
liberal,staff,,True,residential,15,hail,False,urban,RCV,499293.8,1,0,69410.71,85025.26,15614.56,22.5,False,False,,True,False,21,1,False,0.0,0.0,Moderate,69,70756.92,8.62,1346.21,1.94,14268.34,16.78,Carrier Favorable
liberal,staff,,False,residential,44,hail,False,urban,ACV,231907.92,0,0,36791.98,59593.53,22801.55,61.97,True,False,regional,False,False,56,2,False,0.0,0.0,Moderate,75,52392.66,68.42,15600.67,42.4,7200.87,12.08,Policyholder Favorable
tight,independent,medium,False,residential,35,wind,False,rural,RCV,284561.06,1,1,26681.45,37391.3,10709.84,40.14,False,False,,True,True,8,1,False,0.0,0.0,High-Complexity,153,37391.3,100.0,10709.84,40.14,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,13,hurricane,True,rural,RCV,311191.39,0,0,33725.59,42995.12,9269.53,27.49,False,False,,True,False,10,2,False,0.0,0.0,Simple,34,42995.12,100.0,9269.53,27.49,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,32,wind,True,urban,RCV,537214.07,0,0,67919.66,164512.02,96592.36,142.22,True,True,national,False,False,43,1,False,0.0,0.0,Complex,118,147176.66,82.05,79257.0,116.69,17335.36,10.54,Policyholder Favorable
moderate,independent,medium,False,residential,24,water,False,suburban,RCV,297613.77,0,2,45251.7,101714.14,56462.44,124.77,True,True,national,False,False,64,5,False,0.0,0.0,High-Complexity,155,81477.01,64.16,36225.31,80.05,20237.13,19.9,Policyholder Favorable
moderate,independent,high,False,residential,27,hail,False,suburban,RCV,538684.45,1,0,84245.09,208904.03,124658.94,147.97,True,False,regional,False,False,48,2,False,0.0,0.0,Moderate,62,131879.75,38.21,47634.66,56.54,77024.28,36.87,Carrier Favorable
liberal,staff,,False,residential,46,water,False,rural,RCV,528278.4,0,0,59253.85,102676.5,43422.65,73.28,False,False,,False,False,22,5,True,15930.62,0.09,Moderate,73,75828.99,38.17,16575.14,27.97,26847.51,26.15,Carrier Favorable
liberal,independent,medium,False,residential,24,hail,False,suburban,ACV,411537.35,1,1,29482.9,49875.63,20392.73,69.17,True,False,local,False,False,32,2,False,0.0,0.0,Complex,177,41421.93,58.55,11939.03,40.49,8453.7,16.95,Split Decision
moderate,staff,,False,residential,33,hail,False,suburban,RCV,426119.95,0,1,43413.88,77756.2,34342.32,79.1,True,False,regional,False,False,22,2,False,0.0,0.0,Moderate,83,63570.45,58.69,20156.57,46.43,14185.75,18.24,Split Decision
moderate,independent,low,False,residential,22,water,False,suburban,RCV,487297.71,1,0,33520.16,82774.39,49254.22,146.94,True,False,regional,False,False,47,2,True,14032.52,0.02,Complex,132,79348.32,93.04,45828.16,136.72,3426.06,4.14,Policyholder Favorable
moderate,staff,,False,residential,44,wind,True,urban,ACV,310043.37,0,0,40268.42,117970.44,77702.03,192.96,True,False,national,True,False,12,1,False,0.0,0.0,Moderate,58,49007.7,11.25,8739.28,21.7,68962.74,58.46,Carrier Favorable
liberal,independent,medium,False,residential,29,hail,True,urban,RCV,478212.5,0,0,72903.06,88993.72,16090.67,22.07,False,False,,False,False,52,2,False,0.0,0.0,Moderate,78,75129.87,13.84,2226.81,3.05,13863.85,15.58,Carrier Favorable
liberal,staff,,False,residential,58,fire,False,urban,RCV,518172.94,0,0,38129.84,62774.09,24644.25,64.63,True,False,national,False,False,105,5,True,15399.5,0.55,High-Complexity,255,54421.47,66.11,16291.63,42.73,8352.62,13.31,Policyholder Favorable
moderate,independent,low,False,residential,19,wind,False,urban,ACV,432537.44,0,1,21061.92,43762.75,22700.83,107.78,True,False,local,True,False,14,1,False,0.0,0.0,Moderate,66,30556.95,41.83,9495.03,45.08,13205.8,30.18,Split Decision
moderate,independent,medium,False,residential,12,hail,False,urban,ACV,435222.43,0,2,74067.3,221724.21,147656.91,199.36,True,False,national,True,False,17,3,False,0.0,0.0,Complex,173,90594.53,11.19,16527.23,22.31,131129.68,59.14,Carrier Favorable
tight,staff,,False,residential,6,hail,False,suburban,RCV,312116.74,0,4,54040.54,276476.07,222435.53,411.61,True,False,local,True,False,6,2,True,10127.74,0.12,Complex,113,66992.63,5.82,12952.09,23.97,209483.44,75.77,Carrier Favorable
tight,independent,low,True,residential,20,hail,False,urban,RCV,586747.4,1,3,78448.71,334243.25,255794.54,326.07,True,True,national,True,False,17,1,False,0.0,0.0,High-Complexity,268,334243.25,100.0,255794.54,326.07,0.0,0.0,Policyholder Favorable
liberal,staff,,True,residential,20,hail,False,rural,RCV,533285.37,1,1,58233.48,106240.74,48007.26,82.44,True,True,local,True,False,9,1,True,19527.0,0.11,High-Complexity,168,89022.34,64.13,30788.86,52.87,17218.4,16.21,Policyholder Favorable
moderate,staff,,False,residential,29,water,False,suburban,RCV,270601.76,0,1,48925.56,60020.49,11094.93,22.68,False,False,,False,False,60,4,True,12569.24,0.54,High-Complexity,239,58236.55,83.92,9310.99,19.03,1783.94,2.97,Policyholder Favorable
moderate,independent,low,False,residential,40,water,False,suburban,RCV,371832.97,0,1,22344.21,38760.96,16416.75,73.47,False,False,,False,False,55,2,True,11299.48,0.5,High-Complexity,238,35901.53,82.58,13557.31,60.67,2859.43,7.38,Policyholder Favorable
liberal,staff,,False,residential,24,vehicle_impact,False,suburban,RCV,574976.07,1,0,54351.79,74544.61,20192.82,37.15,True,True,regional,False,False,17,3,False,0.0,0.0,Complex,97,68378.42,69.46,14026.62,25.81,6166.19,8.27,Policyholder Favorable
liberal,independent,high,False,residential,23,wind,True,suburban,RCV,368235.66,1,0,24685.59,34990.96,10305.37,41.75,False,False,,True,False,18,2,False,0.0,0.0,Simple,35,28168.27,33.79,3482.68,14.11,6822.69,19.5,Carrier Favorable
moderate,independent,high,False,residential,8,hail,False,urban,RCV,482241.05,0,1,60053.27,163528.76,103475.49,172.31,True,False,regional,True,False,18,1,True,22900.2,0.44,Complex,151,74597.47,14.06,14544.2,24.22,88931.29,54.38,Carrier Favorable
liberal,staff,,False,residential,49,fire,False,suburban,RCV,530930.79,2,1,76530.98,132149.17,55618.19,72.67,True,True,local,False,False,78,4,True,9217.77,0.57,High-Complexity,241,102014.32,45.82,25483.34,33.3,30134.84,22.8,Split Decision
moderate,staff,,False,residential,14,hail,False,urban,RCV,338047.39,0,0,33126.05,61799.72,28673.67,86.56,True,False,regional,False,False,56,1,False,0.0,0.0,Complex,145,53087.09,69.61,19961.04,60.26,8712.63,14.1,Policyholder Favorable
moderate,independent,high,False,residential,39,hail,False,urban,RCV,446688.22,2,2,40004.05,58227.07,18223.01,45.55,False,False,,False,False,34,2,False,0.0,0.0,Complex,160,47137.92,39.15,7133.86,17.83,11089.15,19.04,Carrier Favorable
moderate,staff,,False,residential,16,wind,False,suburban,RCV,441208.34,1,4,58172.49,202804.47,144631.98,248.63,True,True,local,True,False,15,3,True,18345.42,0.19,High-Complexity,191,71682.27,9.34,13509.78,23.22,131122.2,64.65,Carrier Favorable
liberal,independent,medium,False,residential,18,hurricane,True,rural,RCV,561644.33,0,0,27942.96,30960.67,3017.7,10.8,False,False,,True,False,7,1,False,0.0,0.0,Simple,34,29498.19,51.54,1555.23,5.57,1462.47,4.72,Split Decision
liberal,staff,,False,residential,39,wind,False,rural,ACV,485468.87,0,0,24753.34,28444.86,3691.52,14.91,False,False,,False,False,44,1,False,0.0,0.0,Complex,172,26895.84,58.04,2142.5,8.66,1549.02,5.45,Split Decision
liberal,staff,,False,residential,18,hail,False,suburban,RCV,242352.62,3,0,21438.41,25414.83,3976.42,18.55,False,False,,False,False,26,1,False,0.0,0.0,Moderate,111,22421.66,24.73,983.25,4.59,2993.17,11.78,Carrier Favorable
liberal,staff,,False,residential,9,hail,False,urban,ACV,536521.26,0,2,103074.12,165106.13,62032.01,60.18,True,False,local,True,True,9,3,False,0.0,0.0,Moderate,95,118615.6,25.05,15541.48,15.08,46490.53,28.16,Carrier Favorable
liberal,staff,,False,residential,28,hail,True,urban,RCV,552051.5,2,1,50003.4,91297.15,41293.74,82.58,True,False,regional,True,False,19,3,False,0.0,0.0,Simple,43,61028.64,26.7,11025.24,22.05,30268.5,33.15,Carrier Favorable
tight,independent,medium,False,residential,11,hurricane,True,urban,RCV,332117.5,1,2,32496.35,105973.17,73476.82,226.11,True,True,national,False,False,21,2,True,24422.62,0.07,High-Complexity,205,83103.02,68.87,50606.67,155.73,22870.15,21.58,Policyholder Favorable
moderate,staff,,False,residential,10,wind,False,suburban,RCV,588561.69,0,0,93174.07,197920.0,104745.93,112.42,True,True,national,False,False,37,1,False,0.0,0.0,High-Complexity,156,178349.12,81.32,85175.05,91.41,19570.88,9.89,Policyholder Favorable
tight,independent,low,False,residential,35,hurricane,True,urban,RCV,301481.52,0,2,20981.1,75750.12,54769.03,261.04,True,False,local,False,False,25,1,True,9766.08,0.41,High-Complexity,253,75750.12,100.0,54769.03,261.04,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,54,hail,False,rural,RCV,426108.48,0,2,59600.19,137077.02,77476.83,129.99,True,True,local,False,False,23,2,False,0.0,0.0,High-Complexity,171,124359.53,83.59,64759.33,108.66,12717.5,9.28,Policyholder Favorable
tight,independent,low,False,residential,51,hail,False,urban,RCV,202367.02,0,1,8888.22,32765.64,23877.42,268.64,True,False,local,True,False,14,3,False,0.0,0.0,Complex,171,19017.51,42.42,10129.29,113.96,13748.13,41.96,Split Decision
moderate,staff,,False,residential,15,hail,False,urban,RCV,597168.22,0,0,56956.9,148750.57,91793.67,161.16,True,False,local,True,False,7,3,True,12080.99,0.34,Moderate,71,70205.98,14.43,13249.09,23.26,78544.58,52.8,Carrier Favorable
moderate,independent,high,False,residential,6,wind,False,rural,RCV,416808.0,0,0,37816.54,62634.45,24817.91,65.63,True,False,national,False,False,48,2,False,0.0,0.0,Complex,168,49753.23,48.1,11936.69,31.56,12881.21,20.57,Split Decision
tight,independent,low,False,residential,45,wind,False,urban,RCV,332424.53,0,3,13937.92,56660.41,42722.49,306.52,True,False,national,True,True,20,1,False,0.0,0.0,High-Complexity,230,29954.39,37.49,16016.46,114.91,26706.03,47.13,Carrier Favorable
moderate,independent,medium,False,residential,37,hurricane,True,urban,ACV,515167.81,0,1,37698.1,62001.06,24302.96,64.47,True,False,national,False,False,44,2,False,0.0,0.0,Complex,130,49715.27,49.45,12017.17,31.88,12285.79,19.82,Split Decision
moderate,independent,medium,False,residential,17,fire,False,suburban,RCV,233973.49,0,0,42077.45,100264.09,58186.64,138.28,True,False,regional,False,False,177,10,True,19391.43,0.19,High-Complexity,200,87047.03,77.29,44969.58,106.87,13217.06,13.18,Policyholder Favorable
moderate,staff,,False,residential,13,water,False,suburban,ACV,574696.17,0,0,90885.9,102263.65,11377.75,12.52,False,False,,False,False,19,3,False,0.0,0.0,Moderate,66,100789.39,87.04,9903.49,10.9,1474.26,1.44,Policyholder Favorable
tight,independent,low,False,residential,19,hail,False,urban,ACV,365392.78,1,0,56200.51,184270.22,128069.7,227.88,True,True,national,True,False,20,1,False,0.0,0.0,High-Complexity,207,65140.95,6.98,8940.44,15.91,119129.26,64.65,Carrier Favorable
moderate,independent,high,False,residential,21,hail,False,suburban,RCV,558944.65,0,2,94764.5,260665.72,165901.22,175.07,True,False,local,True,True,8,2,True,5678.6,0.5,High-Complexity,187,111050.74,9.82,16286.23,17.19,149614.98,57.4,Carrier Favorable
moderate,independent,medium,True,residential,32,hail,False,urban,RCV,452203.81,0,0,38572.77,44230.59,5657.81,14.67,False,False,,True,False,24,3,False,0.0,0.0,Complex,192,41239.61,47.14,2666.84,6.91,2990.97,6.76,Split Decision
moderate,staff,,False,residential,34,wind,False,urban,RCV,341011.39,1,0,51089.89,58231.96,7142.07,13.98,False,False,,False,False,53,2,False,0.0,0.0,Complex,173,55447.46,61.01,4357.57,8.53,2784.5,4.78,Policyholder Favorable
moderate,staff,,False,residential,9,hurricane,True,suburban,RCV,372465.64,0,4,67329.27,147410.81,80081.54,118.94,True,False,national,False,False,52,3,False,0.0,0.0,Complex,141,129483.27,77.61,62154.0,92.31,17927.54,12.16,Policyholder Favorable
liberal,staff,,False,residential,38,water,False,suburban,RCV,548545.61,0,1,86232.58,133911.85,47679.26,55.29,True,True,regional,False,False,77,4,False,0.0,0.0,Complex,133,115985.52,62.4,29752.94,34.5,17926.32,13.39,Policyholder Favorable
moderate,staff,,False,residential,29,hail,False,urban,RCV,393030.47,0,0,72964.57,89983.48,17018.91,23.32,False,False,,True,False,23,3,False,0.0,0.0,Simple,32,89983.48,100.0,17018.91,23.32,0.0,0.0,Policyholder Favorable
